Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-09-23,127.215,128.63,125.141,126.8,658500,0.0,0.0
2022-09-26,126.484,127.999,125.745,125.781,700900,0.0,0.0
2022-09-27,126.07,126.538,122.905,123.14,791200,0.0,0.0
2022-09-28,123.59,126.241,122.103,125.475,706200,0.0,0.0
2022-09-29,125.475,125.88,123.933,125.312,810000,0.0,0.0
2022-09-30,125.394,125.98,123.5,123.879,1147600,0.0,0.0
2022-10-03,124.925,126.232,124.095,125.817,642300,0.0,0.0
2022-10-04,126.016,128.269,125.998,128.116,758400,0.0,0.0
2022-10-05,128.378,128.405,126.214,127.35,663200,0.0,0.0
2022-10-06,127.197,127.224,123.789,124.483,585200,0.0,0.0
2022-10-07,124.456,124.762,123.401,124.041,641900,0.0,0.0
2022-10-10,124.853,127.855,124.853,127.431,589400,0.0,0.0
2022-10-11,127.575,129.766,127.26,127.53,744200,0.0,0.0
2022-10-12,127.855,128.783,126.827,127.061,712300,0.0,0.0
2022-10-13,125.871,129.162,125.339,128.324,533100,0.0,0.0
2022-10-14,128.477,129.342,126.782,127.143,528600,0.0,0.0
2022-10-17,127.62,128.315,125.962,126.187,600100,0.0,0.0
2022-10-18,126.665,128.306,126.629,128.242,633400,0.0,0.0
2022-10-19,128.549,129.081,127.494,128.955,693500,0.0,0.0
2022-10-20,128.928,129.027,126.917,127.161,678200,0.0,0.0
2022-10-21,127.07,129.198,126.692,128.747,621300,0.0,0.0
2022-10-24,129.748,131.434,129.532,130.794,632000,0.0,0.0
2022-10-25,130.704,132.281,130.334,131.623,1011600,0.0,0.0
2022-10-26,132.308,133.778,131.326,133.029,829000,0.0,0.0
2022-10-27,133.832,136.347,133.814,134.048,916200,0.0,0.0
2022-10-28,133.904,137.095,133.354,135.887,899100,0.0,0.0
2022-10-31,135.824,137.177,135.112,135.824,1451000,0.0,0.0
2022-11-01,135.599,136.329,134.328,134.607,768000,0.0,0.0
2022-11-02,134.535,136.491,134.048,134.562,698400,0.0,0.0
2022-11-03,133.769,134.932,132.471,134.129,781200,0.0,0.0
2022-11-04,134.751,136.032,133.498,134.67,634500,0.0,0.0
2022-11-07,134.824,136.086,134.265,134.571,467200,0.0,0.0
2022-11-08,134.67,136.654,134.328,135.04,554000,0.0,0.0
2022-11-09,135.276,136.873,133.887,134.005,552900,1.02,0.0
2022-11-10,135.094,135.131,128.259,132.408,1315400,0.0,0.0
2022-11-11,132.326,132.326,125.981,129.448,1207100,0.0,0.0
2022-11-14,130.438,131.155,128.559,128.577,873000,0.0,0.0
2022-11-15,128.559,128.849,126.898,127.515,919900,0.0,0.0
2022-11-16,128.577,131.654,128.577,130.374,818000,0.0,0.0
2022-11-17,129.802,131.527,129.575,131.2,623600,0.0,0.0
2022-11-18,132.38,133.588,131.3,132.653,2064500,0.0,0.0
2022-11-21,130.429,135.421,127.352,134.441,1889300,0.0,0.0
2022-11-22,135.648,135.948,133.751,135.457,978000,0.0,0.0
2022-11-23,135.657,136.147,134.595,135.675,776000,0.0,0.0
2022-11-25,135.884,137.3,135.712,137.3,319200,0.0,0.0
2022-11-28,137.445,138.299,136.892,137.581,795200,0.0,0.0
2022-11-29,137.309,137.754,136.483,137.536,621700,0.0,0.0
2022-11-30,137.064,139.842,136.32,139.796,1006200,0.0,0.0
2022-12-01,140.096,141.521,138.843,139.733,789700,0.0,0.0
2022-12-02,139.506,140.532,138.825,140.196,524500,0.0,0.0
2022-12-05,138.589,140.114,137.881,139.805,564800,0.0,0.0
2022-12-06,139.578,140.731,138.28,139.379,634000,0.0,0.0
2022-12-07,140.459,141.911,140.005,141.312,570300,0.0,0.0
2022-12-08,140.958,142.311,140.114,141.14,637400,0.0,0.0
2022-12-09,140.985,141.339,140.187,140.404,843000,0.0,0.0
2022-12-12,140.786,141.911,139.978,141.584,726100,0.0,0.0
2022-12-13,141.621,141.811,139.47,140.114,1120900,0.0,0.0
